💝CCTV,#genre#
中央12台-04,http://117.148.179.150:80/PLTV/88888888/224/3221231660/1.m3u8?$咪咕移动1080P
中央13台-01,http://39.135.32.5:6610/PLTV/77777777/224/3221225798/index.m3u8?$移动超清1080P
中央13台-02,http://39.135.138.59:18890/PLTV/88888910/224/3221225638/index.m3u8?$移动蓝光1080P
中央13台-03,http://iptv.tvfix.org/hls/cctv13hd.m3u8?$全网超清1080P
中央13台-04,http://221.179.136.134:443/PLTV/88888888/224/3221226568/1.m3u8?$移动超清1080P
中央13台-05,http://111.40.196.30/PLTV/88888888/224/3221225504/index.m3u8?$移动高清720P
中央13台-06,http://39.135.212.1:6610/yst.live.scmobile.com/otvzte.scmcc.com.cn:8080/ysten-business/live/cctv-13/1.m3u8?$移动超清1080P
中央14台-01,http://111.20.41.242:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226193/1.m3u8?$移动超清1080P
中央14台-02,http://iptv.tvfix.org/hls/cctv14hd.m3u8?$全网超清1080P
中央14台-03,http://39.135.212.1:6610/yst.live.scmobile.com/otvzte.scmcc.com.cn:8080/ysten-business/live/cctv-14/1.m3u8?$移动超清1080P
中央14台-04,http://111.20.106.13:6610/yinhe/2/ch00000090990000001292/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$移动超清1080P
中央14台-05,http://117.148.179.183/PLTV/88888888/224/3221231648/index.m3u8?$咪咕移动1080P
中央15台-01,http://111.40.196.31/PLTV/88888888/224/3221225500/index.m3u8?$移动高清720P
中央15台-02,http://39.135.212.1:6610/yst.live.scmobile.com/otvzte.scmcc.com.cn:8080/ysten-business/live/cctv-15/1.m3u8?$移动超清1080P
中央15台-03,http://117.148.179.169:80/PLTV/88888888/224/3221231693/index.m3u8?$咪咕移动1080P
中央15台-04,http://39.134.65.162/PLTV/88888888/224/3221225513/index.m3u8?$移动蓝光1080P
中央16台-01,http://39.135.138.58:18890/PLTV/88888888/224/3221226233/index.m3u8?$移动蓝光1080P
中央16台-02,http://iptv.tvfix.org/hls/cctv16hd.m3u8?$全网超清1080P
中央16台-03,http://111.20.106.16:6610/yinhe/2/ch00000090990000002395/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$移动蓝光1080P
中央17台-01,http://39.135.138.58:18890/PLTV/88888888/224/3221225907/index.m3u8?$移动超清1080P
中央17台-02,http://iptv.tvfix.org/hls/cctv17hd.m3u8?$全网超清1080P
中央17台-03,http://39.135.212.1:6610/yst.live.scmobile.com/otvzte.scmcc.com.cn:8080/ysten-business/live/cctv-17/1.m3u8?$移动超清1080P
中央17台-04,http://117.148.179.167:80/PLTV/88888888/224/3221231772/1.m3u8?$咪咕移动1080P
CCTV4K-01,http://117.148.179.157/PLTV/88888888/224/3221233460/index.m3u8
CCTV4K-02,https://p.ggiptv.com/v/4k.m3u8
CCTV4K-03,http://ye23.win/iptv/4k.cctv.php
CCTV4K超高清,http://liveop.cctv.cn/hls/4KHD/playlist.m3u8
CCTV4K超高清-01,http://liveop.cctv.cn/hls/4KHD/playlist.m3u8?$全网蓝光1080P
CCTV4K超高清-02,https://p.ggiptv.com/v/4k.m3u8?$全网蓝光4K
CCTV4K超高清-03,http://iptv.tvfix.org/hls/cctv4k.m3u8?$全网蓝光4K
CCTV4K超高清-04,http://ye23.win/iptv/4k.cctv.php?$全网蓝光4K
CCTV4K超高清-05,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221233400/index.m3u8?$咪咕移动1080P
CCTV5+-01,http://111.40.196.25/PLTV/88888888/224/3221225767/index.m3u8?$移动高清720P
CCTV5+-02,http://117.148.179.136/PLTV/88888888/224/3221231459/index.m3u8
CCTV5+-03,http://117.148.179.139/PLTV/88888888/224/3221231535/index.m3u8
CCTV5+赛事台,http://111.40.196.25/PLTV/88888888/224/3221225767/index.m3u8?$移动高清720P
CCTV8K,http://117.148.179.146/PLTV/88888888/224/3221233413/index.m3u8
CCTV8K超高清-01,http://117.148.179.157:80/PLTV/88888888/224/3221233404/index.m3u8?$咪咕移动1080P
CCTV8K超高清-02,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221233350/index.m3u8?$移咪咕动1080P
CCTV16奥林匹克2,http://111.11.121.184:6610/030000001001/HD-4000k-1080P-cctv16/1.m3u8?channel-id=ystenlive
CCTV16奥林匹克3,http://39.135.138.60:18890/TVOD/88888910/224/3221226233/index.m3u8
CCTV16HDR-01,http://39.134.65.141/PLTV/88888888/224/3221225655/index.m3u8
CCTV16HDR-02,http://39.135.41.243/PLTV/88888888/224/3221226716/index.m3u8?hls
CCTV16HDR-03,http://39.134.66.2/PLTV/88888888/224/3221225655/index.m3u8

📺地方卫视,#genre#
安徽卫视,http://117.148.179.177/PLTV/88888888/224/3221230215/index.m3u8
安徽卫视-01,http://183.207.255.197/live/program/live/ahwshd/2300000/mnf.m3u8
安徽卫视-02,http://183.207.255.197/live/program/live/ahwshd/4000000/mnf.m3u8
安徽卫视-03,http://zbbf2.ahtv.cn/live/749.m3u8
安徽卫视-04,http://39.134.115.163:8080/PLTV/88888910/224/3221225737/index.m3u8
安徽卫视-05,http://39.134.115.163:8080/PLTV/88888910/224/3221225691/index.m3u8
北京卫视,http://117.148.179.168/PLTV/88888888/224/3221231732/index.m3u8
北京卫视-01,http://39.134.115.163:8080/PLTV/88888910/224/3221225673/index.m3u8
北京卫视-02,http://39.134.115.163:8080/PLTV/88888910/224/3221225674/index.m3u8
兵团卫视,http://117.148.179.162/PLTV/88888888/224/3221231469/index.m3u8
重庆卫视,http://117.148.179.155/PLTV/88888888/224/3221231508/index.m3u8
重庆卫视-01,http://183.207.255.197/live/program/live/cqws/1300000/mnf.m3u8
重庆卫视-02,http://39.135.34.150:8080/000000001000/1000000002000018937/1.m3u8?xtkg
东方卫视-01,http://183.207.255.197/live/program/live/hddfws/2300000/mnf.m3u8
东方卫视-01,http://117.148.179.160/PLTV/88888888/224/3221231738/index.m3u8
东方卫视-02,http://183.207.255.197/live/program/live/hddfws/4000000/mnf.m3u8
东方卫视-02,http://117.148.179.167/PLTV/88888888/224/3221231450/index.m3u8
东方卫视-03,http://39.134.115.163:8080/PLTV/88888910/224/3221225658/index.m3u8
东方卫视-04,http://39.134.115.163:8080/PLTV/88888910/224/3221225659/index.m3u8
东南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225657/index.m3u8
东南卫视,http://117.148.179.160/PLTV/88888888/224/3221231414/index.m3u8
甘肃卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225724/index.m3u8
甘肃卫视,http://117.148.179.158/PLTV/88888888/224/3221231393/index.m3u8
广东4K,http://112.74.200.9:88/tv000000/m3u8.php?/iTouchTV/1198
广东卫视-01,http://39.134.115.163:8080/PLTV/88888910/224/3221225742/index.m3u8
广东卫视-01,http://117.148.179.141/PLTV/88888888/224/3221231891/index.m3u8
广东卫视-02,http://39.134.115.163:8080/PLTV/88888910/224/3221225701/index.m3u8
广东卫视-02,http://117.148.179.159/PLTV/88888888/224/3221231502/index.m3u8
广西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225731/index.m3u8
广西卫视,http://117.148.179.164/PLTV/88888888/224/3221231600/index.m3u8
贵州卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225728/index.m3u8
贵州卫视,http://117.148.179.160/PLTV/88888888/224/3221231676/index.m3u8
海南卫视-01,http://39.134.65.183/PLTV/88888888/224/3221225869/1.m3u8
海南卫视-02,http://39.134.115.163:8080/PLTV/88888910/224/3221225722/index.m3u8
河北卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225732/index.m3u8
河北卫视,http://117.148.179.179/PLTV/88888888/224/3221231411/index.m3u8
河南卫视,http://117.148.179.144/PLTV/88888888/224/3221231514/index.m3u8
黑龙江卫视-01,http://39.134.115.163:8080/PLTV/88888910/224/3221225736/index.m3u8
黑龙江卫视-01,http://117.148.179.141/PLTV/88888888/224/3221231967/index.m3u8
黑龙江卫视-02,http://39.134.115.163:8080/PLTV/88888910/224/3221225690/index.m3u8
黑龙江卫视-02,http://117.148.179.162/PLTV/88888888/224/3221231520/index.m3u8
湖北卫视-01,http://39.134.115.163:8080/PLTV/88888910/224/3221225740/index.m3u8
湖北卫视-01,http://117.148.179.142/PLTV/88888888/224/3221231888/index.m3u8
湖北卫视-02,http://39.134.115.163:8080/PLTV/88888910/224/3221225699/index.m3u8
湖北卫视-02,http://117.148.179.134/PLTV/88888888/224/3221231523/index.m3u8
湖南卫视-01,http://39.134.65.162/PLTV/88888888/224/3221225506/index.m3u8
湖南卫视-01,http://39.134.65.162/PLTV/88888888/224/3221225506/index.m3u8
湖南卫视-02,http://180.97.123.180/4309-txt.otvstream.otvcloud.com/otv/skcc/live/channel25/index.m3u8
湖南卫视-02,http://117.148.179.135/PLTV/88888888/224/3221230206/index.m3u8
湖南卫视-03,http://39.134.115.163:8080/PLTV/88888910/224/3221225745/index.m3u8
湖南卫视-03,http://117.148.179.148/PLTV/88888888/224/3221230824/index.m3u8
湖南卫视-04,http://39.134.115.163:8080/PLTV/88888910/224/3221225704/index.m3u8
吉林卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225680/index.m3u8
吉林卫视,http://117.148.179.164/PLTV/88888888/224/3221231472/index.m3u8
江苏卫视,http://117.148.179.175/PLTV/88888888/224/3221231447/index.m3u8
江苏卫视-01,http://183.207.255.197/live/program/live/jswshd/2300000/mnf.m3u8
江苏卫视-02,http://183.207.255.197/live/program/live/jswshd/4000000/mnf.m3u8
江苏卫视-03,http://39.134.115.163:8080/PLTV/88888910/224/3221225743/index.m3u8
江苏卫视-04,http://39.134.115.163:8080/PLTV/88888910/224/3221225702/index.m3u8
江西卫视-01,http://39.134.115.163:8080/PLTV/88888910/224/3221225746/index.m3u8
江西卫视-01,http://117.148.179.141/PLTV/88888888/224/3221231964/index.m3u8
江西卫视-02,http://39.134.115.163:8080/PLTV/88888910/224/3221225705/index.m3u8
江西卫视-02,http://117.148.179.157/PLTV/88888888/224/3221231511/index.m3u8
辽宁卫视,http://117.148.179.152/PLTV/88888888/224/3221231802/index.m3u8
辽宁卫视-01,http://39.134.115.163:8080/PLTV/88888910/224/3221225735/index.m3u8
辽宁卫视-02,http://39.134.115.163:8080/PLTV/88888910/224/3221225696/index.m3u8
内蒙古卫视,http://117.148.179.151/PLTV/88888888/224/3221231478/index.m3u8
内蒙古卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225667/index.m3u8
宁夏卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225726/index.m3u8
宁夏卫视,http://117.148.179.160/PLTV/88888888/224/3221231441/index.m3u8
青海卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225727/index.m3u8
青海卫视,http://117.148.179.151/PLTV/88888888/224/3221231435/index.m3u8
厦门卫视,http://117.148.179.134/PLTV/88888888/224/3221229184/index.m3u8
山东卫视,http://117.148.179.137/PLTV/88888888/224/3221227909/index.m3u8
山东卫视-01,http://39.134.115.163:8080/PLTV/88888910/224/3221225738/index.m3u8
山东卫视-02,http://39.134.115.163:8080/PLTV/88888910/224/3221225697/index.m3u8
山西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225730/index.m3u8
山西卫视,http://117.148.179.169/PLTV/88888888/224/3221231444/index.m3u8
陕西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225729/index.m3u8
陕西卫视,http://117.148.179.156/PLTV/88888888/224/3221231408/index.m3u8
深圳卫视-01,http://39.134.115.163:8080/PLTV/88888910/224/3221225741/index.m3u8
深圳卫视-02,http://39.134.115.163:8080/PLTV/88888910/224/3221225700/index.m3u8
四川卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225733/index.m3u8
四川卫视-01,http://117.148.179.142/PLTV/88888888/224/3221231885/index.m3u8
四川卫视-02,http://117.148.179.176/PLTV/88888888/224/3221231517/index.m3u8
天津卫视,http://117.148.179.146/PLTV/88888888/224/3221228905/index.m3u8
天津卫视-01,http://183.207.255.197/live/program/live/tjwshd/2300000/mnf.m3u8
天津卫视-02,http://183.207.255.197/live/program/live/tjwshd/4000000/mnf.m3u8
天津卫视-03,http://39.134.115.163:8080/PLTV/88888910/224/3221225739/index.m3u8
天津卫视-04,http://39.134.115.163:8080/PLTV/88888910/224/3221225698/index.m3u8
新疆卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225725/index.m3u8
新疆卫视,http://117.148.179.183/PLTV/88888888/224/3221231451/index.m3u8
云南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225664/index.m3u8
云南卫视,http://117.148.179.141/PLTV/88888888/224/3221231499/index.m3u8
浙江卫视-01,http://hw-m-l.cztv.com/channels/lantian/channel01/360p.m3u8
浙江卫视-01,http://117.148.179.140/PLTV/88888888/224/3221229352/index.m3u8
浙江卫视-02,http://183.207.255.197/live/program/live/zjwshd/2300000/mnf.m3u8
浙江卫视-02,http://117.148.179.136/PLTV/88888888/224/3221231567/index.m3u8
浙江卫视-03,http://180.97.123.180/4309-txt.otvstream.otvcloud.com/otv/skcc/live/channel19/index.m3u8
浙江卫视-04,http://39.134.115.163:8080/PLTV/88888910/224/3221225744/index.m3u8

🎨卡通动漫,#genre#
动画王国,http://183.207.249.15/PLTV/3/224/3221225555/index.m3u8
动漫秀场,http://140.207.241.2:8080/live/program/live/dmxchd/4000000/mnf.m3u8
黑莓动画,http://183.207.249.7/PLTV/3/224/3221225555/index.m3u8
嘉佳卡通-01,http://hongyanqiang.top/chudian.php?id=jjkt
嘉佳卡通-02,http://39.136.66.39/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225690/1/index.m3u8?fmt=ts2hls
卡酷少儿-01,http://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s10/index.m3u8
卡酷少儿-02,http://39.136.66.39/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225732/1/index.m3u8?fmt=ts2hls
哈哈炫动-01,http://112.25.48.13/live/program/live/hhxdhd/4000000/mnf.m3u8
哈哈炫动-02,http://39.136.66.39/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225689/1/index.m3u8?fmt=ts2hls
金鹰卡通-01,http://39.134.115.163:8080/PLTV/88888910/224/3221225721/index.m3u8
金鹰卡通-02,http://183.207.249.5:80/PLTV/4/224/3221226303/index.m3u8?
金鹰卡通-03,http://39.136.66.39/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225731/1/index.m3u8?fmt=ts2hls
南京少儿,http://live.nbs.cn/channels/njtv/sepd/m3u8:500k/live.m3u8
炫动卡通,http://39.135.138.59:18890/PLTV/88888910/224/3221225720/index.m3u8
优漫卡通,http://117.148.179.183/PLTV/88888888/224/3221231574/index.m3u8
优漫卡通-01,http://183.207.249.15:80/PLTV/4/224/3221225933/index.m3u8?
优漫卡通-02,http://39.136.66.39/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225763/1/index.m3u8?fmt=ts2hls
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel08/1080p.m3u8?k=1a7559a51eeb880b021619a07f463ac4&t=1577153787
